"source_file","page","list_title","document_notes","location_group","section","producer","item","ano","qty","posicion","raw_line"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","ROC","2023","2","CAV 1 - 11 DER","ROC | 2023 | 2 | CAV 1 - 11 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Roda I Reserva","2020","2","CAV 1 - 3 CEN","Roda I Reserva | 2020 | 2 | CAV 1 - 3 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Roda Reserva","2021","2","CAV 3 - 8 IZQ","Roda Reserva | 2021 | 2 | CAV 3 - 8 IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","San Cobate La Finca","2021","3","CAV 1 - 3 DER","San Cobate La Finca | 2021 | 3 | CAV 1 - 3 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","San Cucufate Altos del Viso","2019","1","CAV 4 - 7 DER","San Cucufate Altos del Viso | 2019 | 1 | CAV 4 - 7 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","San Cucufate Bancales","2019","1","CAV 4 - 7 DER","San Cucufate Bancales | 2019 | 1 | CAV 4 - 7 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","San Cucufate Monasterio","2019","1","CAV 4 - 7 DER","San Cucufate Monasterio | 2019 | 1 | CAV 4 - 7 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","San Roman","2022","2","CAV 4 - 9 CEN","San Roman | 2022 | 2 | CAV 4 - 9 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","San Roman Garnacha","2022","2","CAV 4 - 9 DER","San Roman Garnacha | 2022 | 2 | CAV 4 - 9 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Sangarida Pico Tuerto","2022","2","CAV 1 - 11 CEN","Sangarida Pico Tuerto | 2022 | 2 | CAV 1 - 11 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Seoane Novelle Mencia","2022","2","CAV 1 - 11 CEN","Seoane Novelle Mencia | 2022 | 2 | CAV 1 - 11 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Sierra Cantabria Col Privada","2022","2","CAV 3 - 8 IZQ","Sierra Cantabria Col Privada | 2022 | 2 | CAV 3 - 8 IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Son Agulló","2022","2","CAV 4 - 4B IZQ","Son Agulló | 2022 | 2 | CAV 4 - 4B IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Suañé","2019","2","CAV 3 - 10 CEN","Suañé | 2019 | 2 | CAV 3 - 10 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Suelos","2021","2","CAV 3 - 8 DER","Suelos | 2021 | 2 | CAV 3 - 8 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Suzzane","2023","2","CAV 3 - 9 IZQ","Suzzane | 2023 | 2 | CAV 3 - 9 IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Telescópico","2022","2","CAV 1 - 5 DER","Telescópico | 2022 | 2 | CAV 1 - 5 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Tr3smano","2021","2","CAV 4 - 7 CEN","Tr3smano | 2021 | 2 | CAV 4 - 7 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","V.O.","2022","2","CAV 1 - 12 IZQ","V.O. | 2022 | 2 | CAV 1 - 12 IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Valbuena 5to año","2020","2","CAV 3 - SUELO IZQ","Valbuena 5to año | 2020 | 2 | CAV 3 - SUELO IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Valenciso Reserva","2019","2","CAV 3 - 9 CEN","Valenciso Reserva | 2019 | 2 | CAV 3 - 9 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Valeyo","2022","2","","Valeyo | 2022 | 2"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Vega Sicilia Unico","2015","2","CAV 1 - EXP DER","Vega Sicilia Unico | 2015 | 2 | CAV 1 - EXP DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Venus de la figuera","2020","1","CAV 1 - 12 DER","Venus de la figuera | 2020 | 1 | CAV 1 - 12 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Vereda de Tórdigas Rico Nuevo","2020","2","CAV 1 - 6 DER","Vereda de Tórdigas Rico Nuevo | 2020 | 2 | CAV 1 - 6 DER"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Viariz","2023","2","CAV 1 - SUELO IZQ","Viariz | 2023 | 2 | CAV 1 - SUELO IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Viña Ardanza Reserva","2019","2","CAV 3 - 7 IZQ","Viña Ardanza Reserva | 2019 | 2 | CAV 3 - 7 IZQ"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Viña Tondonia","2012","2","CAV 3 - 7 CEN","Viña Tondonia | 2012 | 2 | CAV 3 - 7 CEN"
"tasca fina 18 de febrero.pdf","6","tasca fina 18 de febrero","","","TINTOS NACIONALES","","Viña Tondonia GR","2004","2","CAV 3 - EXP B CEN","Viña Tondonia GR | 2004 | 2 | CAV 3 - EXP B CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Allegrini Valpolicella Classico Superiore","2023","2","CAV 1 - 8 IZQ","Allegrini Valpolicella Classico Superiore | 2023 | 2 | CAV 1 - 8 IZQ"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Armand Rousseau Clos de Bèze GC","2014","1","CAV 3 - 4A IZQ","Armand Rousseau Clos de Bèze GC | 2014 | 1 | CAV 3 - 4A IZQ"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Armand Rousseau G. Chambertin 1cru St Jacque","s 2020","1","CAV 1 - EXP CEN","Armand Rousseau G. Chambertin 1cru St Jacque | s 2020 | 1 | CAV 1 - EXP CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Chateau Rayas","2011","1","CAV 3 - 4A DER","Chateau Rayas | 2011 | 1 | CAV 3 - 4A DER"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Domaine De Montille Bourgogne","2023","2","CAV 1 - 7 CEN","Domaine De Montille Bourgogne | 2023 | 2 | CAV 1 - 7 CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Domaine Ponsot Clos de la Roché GC VV","2023","1","CAV 1 - EXP CEN","Domaine Ponsot Clos de la Roché GC VV | 2023 | 1 | CAV 1 - EXP CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","DRC Echézeaux","2019","1","CAV 3 - 4A CEN","DRC Echézeaux | 2019 | 1 | CAV 3 - 4A CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","DRC Grands Échézeaux","2019","1","CAV 3 - 4A CEN","DRC Grands Échézeaux | 2019 | 1 | CAV 3 - 4A CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","DRC Romanée Saint Vivant GC","2011","1","CAV 3 - 4A CEN","DRC Romanée Saint Vivant GC | 2011 | 1 | CAV 3 - 4A CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","DRC Vosne-Romanée 1er Cru","2019","1","CAV 3 - 4A CEN","DRC Vosne-Romanée 1er Cru | 2019 | 1 | CAV 3 - 4A CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Emmanuel Rouget Cros Parantoux 1er Cru","2019","1","CAV 3 - 4A IZQ","Emmanuel Rouget Cros Parantoux 1er Cru | 2019 | 1 | CAV 3 - 4A IZQ"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Ferdinando Principiano Langhe","2023","2","CAV 1 - 7 DER","Ferdinando Principiano Langhe | 2023 | 2 | CAV 1 - 7 DER"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Frederic Mugnier Musigny GC","2014","1","CAV 3 - 4A IZQ","Frederic Mugnier Musigny GC | 2014 | 1 | CAV 3 - 4A IZQ"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Herve Souhaut Souteronne 23","","2","CAV 1 - 7 DER","Herve Souhaut Souteronne 23 | 2 | CAV 1 - 7 DER"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Jean Grivot Richebourg GC","2022","1","CAV 1 - EXP IZQ","Jean Grivot Richebourg GC | 2022 | 1 | CAV 1 - EXP IZQ"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Mark Haisma Bourgogne","2023","1","CAV 3 - 4A DER","Mark Haisma Bourgogne | 2023 | 1 | CAV 3 - 4A DER"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Mark Haisma Chambolle - Musigny","2023","1","CAV 3 - 4A DER","Mark Haisma Chambolle - Musigny | 2023 | 1 | CAV 3 - 4A DER"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Mark Haisma Pommard","2023","1","CAV 3 - 4A DER","Mark Haisma Pommard | 2023 | 1 | CAV 3 - 4A DER"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Marquis D´Alesme","","2","CAV 1 - 7 CEN","Marquis D´Alesme | 2 | CAV 1 - 7 CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Poeirinho","2022","2","CAV 1 - 8 IZQ","Poeirinho | 2022 | 2 | CAV 1 - 8 IZQ"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Polígonos San Pablo","2022","2","CAV 1 - 8 DER","Polígonos San Pablo | 2022 | 2 | CAV 1 - 8 DER"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Potensac","","2","CAV 1 - 7 IZQ","Potensac | 2 | CAV 1 - 7 IZQ"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Richard Kershaw Smugler´s Boot","","2","CAV 1 - 8 CEN","Richard Kershaw Smugler´s Boot | 2 | CAV 1 - 8 CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Savage Follow the Line","2023","2","CAV 1 - 8 CEN","Savage Follow the Line | 2023 | 2 | CAV 1 - 8 CEN"
"tasca fina 18 de febrero.pdf","7","tasca fina 18 de febrero","","","TINTOS INTERNACIONALES","","Sylvain Cathiard Aux Malconsorts 1er Cru","1999","1","CAV 3 - 4A IZQ","Sylvain Cathiard Aux Malconsorts 1er Cru | 1999 | 1 | CAV 3 - 4A IZQ"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FINOS Y MANZANILLAS","","Emilio Hidalgo Fino La Panesa","NV","2","JAMONES","Emilio Hidalgo Fino La Panesa | NV | 2 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FINOS Y MANZANILLAS","","La Riva Manzanilla Fina Miraflores","NV","2","JAMONES","La Riva Manzanilla Fina Miraflores | NV | 2 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FINOS Y MANZANILLAS","","Santa Petronila Fino Flor de Macharnudo","NV","2","CAV 2 - 1 DER","Santa Petronila Fino Flor de Macharnudo | NV | 2 | CAV 2 - 1 DER"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FINOS Y MANZANILLAS","","Tradición Fino","","2","","Tradición Fino | 2"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FINOS Y MANZANILLAS","","Viña Corrales","2023","2","JAMONES","Viña Corrales | 2023 | 2 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","AMONTILLADOS","","Emilio Hidalgo Amontillado Fino Tresillo","NV","1","JAMONES","Emilio Hidalgo Amontillado Fino Tresillo | NV | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","AMONTILLADOS","","Santa Petronila Amontillado en Rama","NV","2","CAV 2 - 1 DER","Santa Petronila Amontillado en Rama | NV | 2 | CAV 2 - 1 DER"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","AMONTILLADOS","","Tradición Amontillado VORS","","2","JAMONES","Tradición Amontillado VORS | 2 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OLOROSOS","","Emilio Hidalgo Oloroso Villapanes","NV","1","JAMONES","Emilio Hidalgo Oloroso Villapanes | NV | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OLOROSOS","","Tradición Oloroso VORS","","2","JAMONES","Tradición Oloroso VORS | 2 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","PALO CORTADO","","Emilio Hidalgo Palo Cortado Marqués de Rodil","","2","JAMONES","Emilio Hidalgo Palo Cortado Marqués de Rodil | 2 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","PALO CORTADO","","Tradición Palo Cortado VORS","","2","JAMONES","Tradición Palo Cortado VORS | 2 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Niepoort Vintage","2022","1","JAMONES","Niepoort Vintage | 2022 | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Niepoort LBV","2020","1","","Niepoort LBV | 2020 | 1"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Niepoort Tawny 20 años","NV","1","","Niepoort Tawny 20 años | NV | 1"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Noval Tawny 10 años","NV","1","","Noval Tawny 10 años | NV | 1"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Quinta do Infantado Tawny 10 años","NV","1","","Quinta do Infantado Tawny 10 años | NV | 1"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Quinta da Corte Tawny 20 años","NV","1","JAMONES","Quinta da Corte Tawny 20 años | NV | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Quinta das Carvalhas Colheita","2007","1","","Quinta das Carvalhas Colheita | 2007 | 1"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Van Zellers Tawny 10 años","NV","1","JAMONES","Van Zellers Tawny 10 años | NV | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","OPORTOS","","Van Zellers Tawny 30 años","NV","1","JAMONES","Van Zellers Tawny 30 años | NV | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","DULCES","","Attis Sitta Pereiras","2023","3","CAV 2 - EXP INT IZQ","Attis Sitta Pereiras | 2023 | 3 | CAV 2 - EXP INT IZQ"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","DULCES","","Molino real 50Cl","2015","1","CAV 2 - EXP INT DER","Molino real 50Cl | 2015 | 1 | CAV 2 - EXP INT DER"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","DULCES","","Oremus Tokaji 5 Puttonyos","2017","1","JAM / CAV 2 - 1 CEN","Oremus Tokaji 5 Puttonyos | 2017 | 1 | JAM / CAV 2 - 1 CEN"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","DULCES","","Toro Albalá Don PX","2023","1","JAMONES","Toro Albalá Don PX | 2023 | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","DULCES","","Toro Albalá Don PX Gran Reserva","2003","1","JAMONES","Toro Albalá Don PX Gran Reserva | 2003 | 1 | JAMONES"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FORMATO PEQUEÑO","","Finca Dofí 37'5cl","2023","2","CAV 1 - EXP IZQ","Finca Dofí 37'5cl | 2023 | 2 | CAV 1 - EXP IZQ"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FORMATO PEQUEÑO","","La nieta 37'5cl","2023","2","CAV 1 - EXP CEN","La nieta 37'5cl | 2023 | 2 | CAV 1 - EXP CEN"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FORMATO PEQUEÑO","","Roda I 50Cl","2017","2","CAV 1 - EXP IZQ","Roda I 50Cl | 2017 | 2 | CAV 1 - EXP IZQ"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","FORMATO PEQUEÑO","","Sitta Pereiras 50Cl","2023","3","CAV 3 - 2 CEN","Sitta Pereiras 50Cl | 2023 | 3 | CAV 3 - 2 CEN"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","MAGNUMS","","Alabaster MAGNUM","2022","1","CAV 4 - SUELO CEN","Alabaster MAGNUM | 2022 | 1 | CAV 4 - SUELO CEN"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","MAGNUMS","","Artadi la poza de Ballesteros MAGNUM","2022","1","CAV 4 - SUELO IZQ","Artadi la poza de Ballesteros MAGNUM | 2022 | 1 | CAV 4 - SUELO IZQ"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","MAGNUMS","","Cartago MAGNUM","2019","1","CAV 4 - SUELO CEN","Cartago MAGNUM | 2019 | 1 | CAV 4 - SUELO CEN"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","MAGNUMS","","Finca Dofí MAGNUM","2022","1","CAV 4 - SUELO IZQ","Finca Dofí MAGNUM | 2022 | 1 | CAV 4 - SUELO IZQ"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","MAGNUMS","","Las Lamas MAGNUM","2021","1","CAV 4 - SUELO DER","Las Lamas MAGNUM | 2021 | 1 | CAV 4 - SUELO DER"
"tasca fina 18 de febrero.pdf","8","tasca fina 18 de febrero","","","MAGNUMS","","Viña Ardanza MAGNUM","2019","1","CAV 4 - SUELO DER","Viña Ardanza MAGNUM | 2019 | 1 | CAV 4 - SUELO DER"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Borgogno","Langhe Nebbiolo ‘Rivata’","2023","2","Balda 2 · Izquierda","Langhe Nebbiolo ‘Rivata’ 2023 2 Balda 2 · Izquierda"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Brovia","Barolo ‘Brea’","2020","6","Balda 1 · Derecha","Barolo ‘Brea’ 2020 6 Balda 1 · Derecha"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Brovia","Barolo ‘Villero’","2020","1","Balda 2 · Izquierda","Barolo ‘Villero’ 2020 1 Balda 2 · Izquierda"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Caciorgna","Etna Rosso ‘Ciauria’","2024","4","Balda 7 · Derecha","Etna Rosso ‘Ciauria’ 2024 4 Balda 7 · Derecha"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina delle Rose","Barbaresco ‘Marcorino’","2022","1","Balda 3 · Centro","Barbaresco ‘Marcorino’ 2022 1 Balda 3 · Centro"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina delle Rose","Barbaresco ‘Tre Stelle’","2022","3","Balda 3 · Izquierda","Barbaresco ‘Tre Stelle’ 2022 3 Balda 3 · Izquierda"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina delle Rose","Barbera d’Alba ‘Donna Elena’","2021","3","Balda 3 · Izquierda","Barbera d’Alba ‘Donna Elena’ 2021 3 Balda 3 · Izquierda"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina delle Rose","Barbera d’Alba ‘Donna Elena’","2022","3","Balda 3 · Derecha","Barbera d’Alba ‘Donna Elena’ 2022 3 Balda 3 · Derecha"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina delle Rose","Langhe Nebbiolo","2023","3","Balda 2 · Derecha","Langhe Nebbiolo 2023 3 Balda 2 · Derecha"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina delle Rose","Langhe Nebbiolo","2023","3","Balda 3 · Derecha","Langhe Nebbiolo 2023 3 Balda 3 · Derecha"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina Luisini","Barbaresco ‘Rabajà’","2020","3","Balda 5 · D","Barbaresco ‘Rabajà’ 2020 3 Balda 5 · D"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cascina Luisini","Langhe Nebbiolo ‘Magiur’","2022","4","Balda 5 · C","Langhe Nebbiolo ‘Magiur’ 2022 4 Balda 5 · C"
"italia.pdf","1","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cavallotto","Barolo ‘Bricco Boschis – Vigne San Giuseppe’","2018","6","Balda 4 · Izquierda","Barolo ‘Bricco Boschis – Vigne San Giuseppe’ 2018 6 Balda 4 · Izquierda"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cerbaiona","Brunello di Montalcino","2019","3","Balda 8 · Derecha","Brunello di Montalcino 2019 3 Balda 8 · Derecha"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Cerbaiona","Grammatica – Rosso di Montalcino","2020","2","Balda 8 · Derecha","Grammatica – Rosso di Montalcino 2020 2 Balda 8 · Derecha"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Crissante","Barolo (La Morra)","2021","3","Balda 4 · Centro","Barolo (La Morra) 2021 3 Balda 4 · Centro"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Diego Conterno","Barbera d’Alba ‘Ferrione’","2022","3","Balda 4 · Centro","Barbera d’Alba ‘Ferrione’ 2022 3 Balda 4 · Centro"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Falletto","Barbaresco ‘Rabajà’","2020","3","Balda 2 · Centro","Barbaresco ‘Rabajà’ 2020 3 Balda 2 · Centro"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Falletto","Barbera d’Alba","2022","3","Balda 1 · Izquierda","Barbera d’Alba 2022 3 Balda 1 · Izquierda"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Flavio Roddolo","Barolo","2014","3","Balda 4 · Derecha","Barolo 2014 3 Balda 4 · Derecha"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","G.D. Vajra","Arulej ‘Controcorrente’","2023","3","Balda 7 · Izquierda","Arulej ‘Controcorrente’ 2023 3 Balda 7 · Izquierda"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Giuseppe Mascarello","Barolo ‘Monprivato’","2019","3","Balda 5 · E","Barolo ‘Monprivato’ 2019 3 Balda 5 · E"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Le Macchiole","Bolgheri Rosso","2022","3","Balda 8 · Centro","Bolgheri Rosso 2022 3 Balda 8 · Centro"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Massolino","Barbaresco ‘Albesani’","2021","3","Balda 5 · A","Barbaresco ‘Albesani’ 2021 3 Balda 5 · A"
"italia.pdf","2","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Massolino","Barolo ‘Parussi’","2020","3","Balda 5 · A","Barolo ‘Parussi’ 2020 3 Balda 5 · A"
"italia.pdf","3","Italia","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando PA – Cava 9 y TO – Cava 12 / 11","PA – Cava 9","","Occhipinti","Il Frappato","2023","2","Balda 7 · Derecha","Il Frappato 2023 2 Balda 7 · Derecha"
