"source_file","page","list_title","document_notes","location_group","section","producer","item","ano","qty","posicion","raw_line"
"222 borgoña_blancos.pdf","1","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Meursault La Rencontre","2022","2","Balda 5 · B","Meursault La Rencontre 2022 2 Balda 5 · B"
"222 borgoña_blancos.pdf","1","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Meursault Les Tillets","2022","2","Balda 4 · Derecha","Meursault Les Tillets 2022 2 Balda 4 · Derecha"
"222 borgoña_blancos.pdf","1","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Montmains 1er Cru","2022","1","Balda 1 · Derecha","Montmains 1er Cru 2022 1 Balda 1 · Derecha"
"222 borgoña_blancos.pdf","1","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Fourchaume 1er Cru","2022","1","Balda 1 · Izquierda","Fourchaume 1er Cru 2022 1 Balda 1 · Izquierda"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Montée de Tonnerre 1er Cru","2022","1","Balda 1 · Izquierda","Montée de Tonnerre 1er Cru 2022 1 Balda 1 · Izquierda"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Tête d’Or","2022","1","Balda 1 · Izquierda","Tête d’Or 2022 1 Balda 1 · Izquierda"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Tête d’Or (1.5L)","2022","1","Balda 8 · Derecha","Tête d’Or (1.5L) 2022 1 Balda 8 · Derecha"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Arnaud Ente","Meursault","2019","2","Balda 5 · E","Meursault 2019 2 Balda 5 · E"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Comtesse de Chérisey","Meursault Bois de Blagny","2022","2","Balda 3 · Centro","Meursault Bois de Blagny 2022 2 Balda 3 · Centro"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Domaine de Villaine","Bouzeron","2022","3","Balda 8 · Centro","Bouzeron 2022 3 Balda 8 · Centro"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","François Carillon","Bourgogne Côte d’Or","—","2","Balda 8 · Centro","Bourgogne Côte d’Or — 2 Balda 8 · Centro"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","François Carillon","Saint-Aubin 1er Cru Les Murgers des Dents de Chien","2023","2","Balda 7 · Izquierda","Saint-Aubin 1er Cru Les Murgers des Dents de Chien 2023 2 Balda 7 · Izquierda"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Hospices de Beaune","Meursault Genevrières 1er Cru","2016","3","Balda 2 · Centro","Meursault Genevrières 1er Cru 2016 3 Balda 2 · Centro"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Hospices de Beaune","Meursault Clos des Écoles","2022","3","Balda 4 · Centro","Meursault Clos des Écoles 2022 3 Balda 4 · Centro"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","J. Drouhin","Clos des Mouches","—","4","Balda 2 · Derecha","Clos des Mouches — 4 Balda 2 · Derecha"
"222 borgoña_blancos.pdf","2","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Le Puy de l’Ours","Savigny-lès-Beaune Les Goudelettes","2023","1","Balda 7 · Derecha","Savigny-lès-Beaune Les Goudelettes 2023 1 Balda 7 · Derecha"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Leroy","Meursault","2017","1","Balda 5 · E","Meursault 2017 1 Balda 5 · E"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Les Deux Flèches","Saint-Véran ‘En Messie’","2023","3","Balda 7 · Centro","Saint-Véran ‘En Messie’ 2023 3 Balda 7 · Centro"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Louis Jadot","Meursault Les Perrières 1er Cru","2022","1","Balda 6 · Centro","Meursault Les Perrières 1er Cru 2022 1 Balda 6 · Centro"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Lucien Muzard","Saint-Aubin 1er Cru Sur le Sentier du Clou","2023","3","Balda 7 · Izquierda","Saint-Aubin 1er Cru Sur le Sentier du Clou 2023 3 Balda 7 · Izquierda"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Michel Lafarge","Meursault","2022","1","Balda 6 · Izquierda","Meursault 2022 1 Balda 6 · Izquierda"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Pierre Girardin","Meursault Les Perrières 1er Cru","2023","3","Balda 3 · Izquierda","Meursault Les Perrières 1er Cru 2023 3 Balda 3 · Izquierda"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Pierre Morey","Bourgogne Côte d’Or","2022","3","Balda 8 · Izquierda","Bourgogne Côte d’Or 2022 3 Balda 8 · Izquierda"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Pierre Morey","Meursault Perrières 1er Cru","2022","4","Balda 3 · Centro","Meursault Perrières 1er Cru 2022 4 Balda 3 · Centro"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Raveneau","Butteaux 1er Cru","2015","1","Balda 2 · Izquierda","Butteaux 1er Cru 2015 1 Balda 2 · Izquierda"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Raveneau","Chablis","2019","1","Balda 2 · Centro","Chablis 2019 1 Balda 2 · Centro"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Raveneau","Montée de Tonnerre 1er Cru","2015","2","Balda 1 · Derecha","Montée de Tonnerre 1er Cru 2015 2 Balda 1 · Derecha"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Raveneau","Montée de Tonnerre 1er Cru","2022","2","Balda 2 · Izquierda","Montée de Tonnerre 1er Cru 2022 2 Balda 2 · Izquierda"
"222 borgoña_blancos.pdf","3","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Rougeot","Saint-Romain La Combe Bazin","2022","3","Balda 7 · Izquierda","Saint-Romain La Combe Bazin 2022 3 Balda 7 · Izquierda"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Roulot","Meix Chavaux","2019","2","Balda 5 · C","Meix Chavaux 2019 2 Balda 5 · C"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Roulot","Meursault Meix Chavaux","2020","2","Balda 5 · A","Meursault Meix Chavaux 2020 2 Balda 5 · A"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Roulot","Meursault Meix Chavaux","2022","3","Balda 5 · A","Meursault Meix Chavaux 2022 3 Balda 5 · A"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Si tu Sais","Pernand-Vergelesses","2023","3","Balda 7 · Derecha","Pernand-Vergelesses 2023 3 Balda 7 · Derecha"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Thierry Pillot","Meursault Charmes 1er Cru","2022","3","Balda 3 · Izquierda","Meursault Charmes 1er Cru 2022 3 Balda 3 · Izquierda"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Thierry Pillot","Meursault Genevrières 1er Cru","2022","3","Balda 4 · Derecha","Meursault Genevrières 1er Cru 2022 3 Balda 4 · Derecha"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Thierry Pillot","Meursault Porusot 1er Cru","2022","1","Balda 6 · Centro","Meursault Porusot 1er Cru 2022 1 Balda 6 · Centro"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Vincent Girardin","Meursault Les Perrières 1er Cru","2022","1","Balda 6 · Izquierda","Meursault Les Perrières 1er Cru 2022 1 Balda 6 · Izquierda"
"222 borgoña_blancos.pdf","4","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 7","","Vincent Girardin","Meursault Vieilles Vignes","2023","2","Balda 3 · Derecha","Meursault Vieilles Vignes 2023 2 Balda 3 · Derecha"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Arnaud Ente","Puligny-Montrachet 1er Cru Champ Gain","2019","1","Balda 7 · Derecha","Puligny-Montrachet 1er Cru Champ Gain 2019 1 Balda 7 · Derecha"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Benoît Ente","Puligny-Montrachet","2020","3","Balda 8 · Derecha","Puligny-Montrachet 2020 3 Balda 8 · Derecha"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Benoît Ente","Puligny-Montrachet","2021","3","Balda 8 · Izquierda","Puligny-Montrachet 2021 3 Balda 8 · Izquierda"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Benoît Ente","Puligny-Montrachet 1er Cru Clos de la Truffière","2020","3","Balda 1 · Izquierda","Puligny-Montrachet 1er Cru Clos de la Truffière 2020 3 Balda 1 · Izquierda"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Benoît Ente","Puligny-Montrachet 1er Cru Clos de la Truffière","2021","3","Balda 2 · Centro","Puligny-Montrachet 1er Cru Clos de la Truffière 2021 3 Balda 2 · Centro"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Benoît Ente","Puligny-Montrachet 1er Cru Clos de la Truffière","2022","3","Balda 1 · Derecha","Puligny-Montrachet 1er Cru Clos de la Truffière 2022 3 Balda 1 · Derecha"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Bonneau du Martray","Corton-Charlemagne (Grand Cru)","2020","2","Balda 5 · C","Corton-Charlemagne (Grand Cru) 2020 2 Balda 5 · C"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Bruno Colin","Chassagne-Montrachet 1er Cru En Remilly","2023","3","Balda 6 · Izquierda","Chassagne-Montrachet 1er Cru En Remilly 2023 3 Balda 6 · Izquierda"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Bruno Colin","Chassagne-Montrachet 1er Cru La Maltroie","2023","2","Balda 7 · Izquierda","Chassagne-Montrachet 1er Cru La Maltroie 2023 2 Balda 7 · Izquierda"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Bruno Colin","Chassagne-Montrachet 1er Cru Morgeot","2022","1","Balda 7 · Izquierda","Chassagne-Montrachet 1er Cru Morgeot 2022 1 Balda 7 · Izquierda"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Bruno Colin","Puligny-Montrachet 1er Cru La Truffière","2023","6","Balda 6 · Izquierda","Puligny-Montrachet 1er Cru La Truffière 2023 6 Balda 6 · Izquierda"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Comtes Georges de Vogüé","Musigny Blanc (Grand Cru)","2021","2","Balda 5 · A","Musigny Blanc (Grand Cru) 2021 2 Balda 5 · A"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Comtes Georges de Vogüé","Musigny Blanc (Grand Cru)","2022","2","Balda 5 · A","Musigny Blanc (Grand Cru) 2022 2 Balda 5 · A"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Domaine Leflaive","Bienvenues-Bâtard-Montrachet (Grand Cru)","2022","2","Balda 5 · B","Bienvenues-Bâtard-Montrachet (Grand Cru) 2022 2 Balda 5 · B"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Domaine Leflaive","Bâtard-Montrachet (Grand Cru)","2022","3","Balda 3 · Izquierda","Bâtard-Montrachet (Grand Cru) 2022 3 Balda 3 · Izquierda"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Domaine Leflaive","Chassagne-Montrachet 1er Cru Clos Saint-Marc","2023","2","Balda 7 · Centro","Chassagne-Montrachet 1er Cru Clos Saint-Marc 2023 2 Balda 7 · Centro"
"222 borgoña_blancos.pdf","5","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Domaine Leflaive","Puligny-Montrachet 1er Cru Les Pucelles","2021","2","Balda 6 · Derecha","Puligny-Montrachet 1er Cru Les Pucelles 2021 2 Balda 6 · Derecha"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","François Carillon","Puligny-Montrachet Les Enseignères","2023","3","Balda 8 · Centro","Puligny-Montrachet Les Enseignères 2023 3 Balda 8 · Centro"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Louis Jadot","Bienvenues-Bâtard-Montrachet (Grand Cru)","—","2","Balda 5 · B","Bienvenues-Bâtard-Montrachet (Grand Cru) — 2 Balda 5 · B"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Louis Jadot","Corton-Charlemagne (Grand Cru)","2022","6","Balda 4 · Izquierda","Corton-Charlemagne (Grand Cru) 2022 6 Balda 4 · Izquierda"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Louis Jadot","Puligny-Montrachet 1er Cru Les Combettes","2023","3","Balda 7 · Centro","Puligny-Montrachet 1er Cru Les Combettes 2023 3 Balda 7 · Centro"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Lucien Le Moine","Corton-Charlemagne (Grand Cru)","2022","3","Balda 4 · Centro","Corton-Charlemagne (Grand Cru) 2022 3 Balda 4 · Centro"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Marquis de Laguiche","Chassagne-Montrachet 1er Cru Morgeot","2022","1","Balda 6 · Derecha","Chassagne-Montrachet 1er Cru Morgeot 2022 1 Balda 6 · Derecha"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Marquis de Laguiche","Montrachet (Grand Cru)","2022","2","Balda 5 · E","Montrachet (Grand Cru) 2022 2 Balda 5 · E"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Marquis de Laguiche","Montrachet (Grand Cru)","—","2","Balda 5 · E","Montrachet (Grand Cru) — 2 Balda 5 · E"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Marquis de Laguiche","Corton-Charlemagne (Grand Cru)","2022","3","Balda 4 · Derecha","Corton-Charlemagne (Grand Cru) 2022 3 Balda 4 · Derecha"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Marquis de Laguiche","Corton-Charlemagne (Grand Cru)","2022","2","Balda 5 · D","Corton-Charlemagne (Grand Cru) 2022 2 Balda 5 · D"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pacalet","Bâtard-Montrachet (Grand Cru)","2023","3","Balda 3 · Centro","Bâtard-Montrachet (Grand Cru) 2023 3 Balda 3 · Centro"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pacalet","Corton-Charlemagne (Grand Cru)","2023","3","Balda 5 · D","Corton-Charlemagne (Grand Cru) 2023 3 Balda 5 · D"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pacalet","Puligny-Montrachet","2023","3","Balda 8 · Centro","Puligny-Montrachet 2023 3 Balda 8 · Centro"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Girardin","Bienvenues-Bâtard-Montrachet (Grand Cru)","2023","3","Balda 3 · Derecha","Bienvenues-Bâtard-Montrachet (Grand Cru) 2023 3 Balda 3 · Derecha"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Girardin","Bâtard-Montrachet (Grand Cru)","2023","3","Balda 3 · Derecha","Bâtard-Montrachet (Grand Cru) 2023 3 Balda 3 · Derecha"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Girardin","Corton-Charlemagne (Grand Cru)","2023","3","Balda 4 · Centro","Corton-Charlemagne (Grand Cru) 2023 3 Balda 4 · Centro"
"222 borgoña_blancos.pdf","6","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Morey","Bâtard-Montrachet (Grand Cru)","2022","3","Balda 2 · Izquierda","Bâtard-Montrachet (Grand Cru) 2022 3 Balda 2 · Izquierda"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Morey","Bâtard-Montrachet (Grand Cru)","2022","2","Balda 5 · A","Bâtard-Montrachet (Grand Cru) 2022 2 Balda 5 · A"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Morey","Bâtard-Montrachet (Grand Cru)","2023","3","Balda 3 · Izquierda","Bâtard-Montrachet (Grand Cru) 2023 3 Balda 3 · Izquierda"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Morey","Puligny-Montrachet 1er Cru Champ Gain","2023","3","Balda 1 · Centro","Puligny-Montrachet 1er Cru Champ Gain 2023 3 Balda 1 · Centro"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Pierre Vincent","Corton-Charlemagne (Grand Cru)","2023","1","Balda 5 · D","Corton-Charlemagne (Grand Cru) 2023 1 Balda 5 · D"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Raveneau","Blanchot (Grand Cru)","2016","2","Balda 5 · B","Blanchot (Grand Cru) 2016 2 Balda 5 · B"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Raveneau","Valmur (Grand Cru)","2016","3","Balda 2 · Derecha","Valmur (Grand Cru) 2016 3 Balda 2 · Derecha"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Bâtard-Montrachet (Grand Cru)","2023","2","Balda 3 · Centro","Bâtard-Montrachet (Grand Cru) 2023 2 Balda 3 · Centro"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Chassagne-Montrachet 1er Cru Le Cailleret","2023","1","Balda 7 · Derecha","Chassagne-Montrachet 1er Cru Le Cailleret 2023 1 Balda 7 · Derecha"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Corton-Charlemagne (Grand Cru)","2022","3","Balda 4 · Derecha","Corton-Charlemagne (Grand Cru) 2022 3 Balda 4 · Derecha"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Montrachet (Grand Cru)","2022","1","Balda 5 · E","Montrachet (Grand Cru) 2022 1 Balda 5 · E"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Puligny-Montrachet 1er Cru Les Combettes","2022","2","Balda 6 · Centro","Puligny-Montrachet 1er Cru Les Combettes 2022 2 Balda 6 · Centro"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Puligny-Montrachet 1er Cru Les Combettes","2023","2","Balda 6 · Centro","Puligny-Montrachet 1er Cru Les Combettes 2023 2 Balda 6 · Centro"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Puligny-Montrachet 1er Cru Les Referts","2023","2","Balda 6 · Centro","Puligny-Montrachet 1er Cru Les Referts 2023 2 Balda 6 · Centro"
"222 borgoña_blancos.pdf","7","Borgoña blancos","Listado consolidado · Ordenado por productor (A–Z) · Posición respetando Cava 7 y Cava 8 (PA)","PA – Cava 8","","Vincent Girardin","Puligny-Montrachet Vieilles Vignes","2023","2","Balda 8 · Izquierda","Puligny-Montrachet Vieilles Vignes 2023 2 Balda 8 · Izquierda"
