orden,excel_row,tipo,cava,area,balda,linea,sublinea,es_checklist,entrada_sin_checkbox,vino_sin_cantidad,cantidad,cantidad_raw,nota_post_cantidad,texto_excel,item_id,item_part,item_total_parts,item_entrada_completa,item_vino_sin_cantidad_completo,item_cantidad,item_cantidad_raw,item_nota_post_cantidad
596,682,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 5,,,,,,,,Línea 5,,,,,,,,
597,683,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 7,Línea 5,,True,"Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016 x1","Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016",1,x1,,"- [ ] Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016 x1",I0440,1,1,"Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016 x1","Larmandier-Bernier Le Chemins d Avize Blanc de blancs , Extra Brut  2016",1,x1,
598,684,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,,,,,,,,,BALDA 8,,,,,,,,
599,686,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 1,,,,,,,,Línea 1,,,,,,,,
600,687,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 1,,True,"Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1","Agrapart& Fils , A Vize 7 Crus , Extra-Brut",1,x1,,"- [ ] Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1",I0441,1,1,"Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1","Agrapart& Fils , A Vize 7 Crus , Extra-Brut",1,x1,
601,688,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 2,,,,,,,,Línea 2,,,,,,,,
602,689,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 2,,True,"Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1","Agrapart& Fils , A Vize 7 Crus , Extra-Brut",1,x1,,"- [ ] Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1",I0442,1,1,"Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1","Agrapart& Fils , A Vize 7 Crus , Extra-Brut",1,x1,
603,690,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 3,,,,,,,,Línea 3,,,,,,,,
604,691,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 3,,True,"Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1","Agrapart& Fils , A Vize 7 Crus , Extra-Brut",1,x1,,"- [ ] Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1",I0443,1,1,"Agrapart& Fils , A Vize 7 Crus , Extra-Brut x1","Agrapart& Fils , A Vize 7 Crus , Extra-Brut",1,x1,
605,692,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 4,,,,,,,,Línea 4,,,,,,,,
606,693,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 4,,True,"Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010 x1","Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010",1,x1,,"- [ ] Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010 x1 ",I0444,1,1,"Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010 x1","Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010",1,x1,
607,694,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 5,,,,,,,,Línea 5,,,,,,,,
608,695,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 8,Línea 5,,True,"Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010 x1","Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010",1,x1,,"- [ ] Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010 x1 ",I0445,1,1,"Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010 x1","Jacques Lassaigne, Millesime Blanc de Blancs Brut Nature 2010",1,x1,
609,696,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,,,,,,,,,BALDA 9,,,,,,,,
610,697,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 1,,,,,,,,Línea 1,,,,,,,,
611,698,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 1,,True,"Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature x1","Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature",1,x1,,"- [ ] Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature x1",I0446,1,1,"Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature x1","Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature",1,x1,
612,699,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 2,,,,,,,,Línea 2,,,,,,,,
613,700,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 2,,True,"Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature x1","Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature",1,x1,,"- [ ] Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature x1",I0447,1,1,"Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature x1","Champagne Clandestin Austral , Maison du XXI Siecle 2022 Brut Nature",1,x1,
614,701,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 3,,,,,,,,Línea 3,,,,,,,,
615,702,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 3,,True,"Billecart Salmon -Le Reserve , Extra Brut x1","Billecart Salmon -Le Reserve , Extra Brut",1,x1,,"- [ ] Billecart Salmon -Le Reserve , Extra Brut x1",I0448,1,1,"Billecart Salmon -Le Reserve , Extra Brut x1","Billecart Salmon -Le Reserve , Extra Brut",1,x1,
616,703,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 4,,,,,,,,Línea 4,,,,,,,,
617,704,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 4,,True,"Billecart Salmon -Le Reserve , Extra Brut x1","Billecart Salmon -Le Reserve , Extra Brut",1,x1,,"- [ ] Billecart Salmon -Le Reserve , Extra Brut x1",I0449,1,1,"Billecart Salmon -Le Reserve , Extra Brut x1","Billecart Salmon -Le Reserve , Extra Brut",1,x1,
618,705,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 5,,,,,,,,Línea 5,,,,,,,,
619,706,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 9,Línea 5,,True,"Jacques Lassaigne, Les Vignes de Montgueux ,Blanc de Blancs Extra Brut x1","Jacques Lassaigne, Les Vignes de Montgueux ,Blanc de Blancs Extra Brut",1,x1,,"- [ ] Jacques Lassaigne, Les Vignes de Montgueux ,Blanc de Blancs Extra Brut x1",I0450,1,1,"Jacques Lassaigne, Les Vignes de Montgueux ,Blanc de Blancs Extra Brut x1","Jacques Lassaigne, Les Vignes de Montgueux ,Blanc de Blancs Extra Brut",1,x1,
620,708,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,,,,,,,,,BALDA 10 ,,,,,,,,
621,709,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 1,,,,,,,,Línea 1,,,,,,,,
622,710,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 1,,True,Laherte-Freres Rose de Meunier Extra Brut x1,Laherte-Freres Rose de Meunier Extra Brut,1,x1,,- [ ] Laherte-Freres Rose de Meunier Extra Brut x1,I0451,1,1,Laherte-Freres Rose de Meunier Extra Brut x1,Laherte-Freres Rose de Meunier Extra Brut,1,x1,
623,711,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 2,,,,,,,,Línea 2,,,,,,,,
624,712,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 2,,True,Laherte-Freres Rose de Meunier Extra Brut x1,Laherte-Freres Rose de Meunier Extra Brut,1,x1,,- [ ] Laherte-Freres Rose de Meunier Extra Brut x1,I0452,1,1,Laherte-Freres Rose de Meunier Extra Brut x1,Laherte-Freres Rose de Meunier Extra Brut,1,x1,
625,713,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 4,,,,,,,,Línea 4,,,,,,,,
626,714,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 4,,True,"Benoit Lahaye, Blanc de Noirs Champagne Grand Cru 'Bouzy' x1","Benoit Lahaye, Blanc de Noirs Champagne Grand Cru 'Bouzy'",1,x1,,"- [ ]  Benoit Lahaye, Blanc de Noirs Champagne Grand Cru 'Bouzy' x1 ",I0453,1,1,"Benoit Lahaye, Blanc de Noirs Champagne Grand Cru 'Bouzy' x1","Benoit Lahaye, Blanc de Noirs Champagne Grand Cru 'Bouzy'",1,x1,
627,715,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 5,,,,,,,,Línea 5,,,,,,,,
628,716,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 10,Línea 5,,True,Louis Roederer- Collection 246 Brut x1,Louis Roederer- Collection 246 Brut,1,x1,,- [ ] Louis Roederer- Collection 246 Brut x1,I0454,1,1,Louis Roederer- Collection 246 Brut x1,Louis Roederer- Collection 246 Brut,1,x1,
629,718,BALDA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,,,,,,,,,BALDA 11,,,,,,,,
630,719,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 1,,,,,,,,Línea 1,,,,,,,,
631,720,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 1,,True,Jacques Lassaigne Clos Sainte Sophie Rose de Saigne Brut 2020 x1,Jacques Lassaigne Clos Sainte Sophie Rose de Saigne Brut 2020,1,x1,,- [ ] Jacques Lassaigne Clos Sainte Sophie Rose de Saigne Brut 2020 x1,I0455,1,1,Jacques Lassaigne Clos Sainte Sophie Rose de Saigne Brut 2020 x1,Jacques Lassaigne Clos Sainte Sophie Rose de Saigne Brut 2020,1,x1,
632,721,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 2,,,,,,,,Línea 2,,,,,,,,
633,722,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 2,,True,Jacques Selosse Rose Brut x1,Jacques Selosse Rose Brut,1,x1,,- [ ] Jacques Selosse Rose Brut x1,I0456,1,1,Jacques Selosse Rose Brut x1,Jacques Selosse Rose Brut,1,x1,
634,723,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 3,,,,,,,,Línea 3,,,,,,,,
635,724,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 3,,True,"Pascal  Doquet, Anthocyanes Rose Premier Cru x1","Pascal  Doquet, Anthocyanes Rose Premier Cru",1,x1,,"- [ ] Pascal  Doquet, Anthocyanes Rose Premier Cru x1",I0457,1,1,"Pascal  Doquet, Anthocyanes Rose Premier Cru x1","Pascal  Doquet, Anthocyanes Rose Premier Cru",1,x1,
636,725,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 4,,,,,,,,Línea 4,,,,,,,,
637,726,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 4,,True,"Pascal  Doquet, Anthocyanes Rose Premier Cru x1","Pascal  Doquet, Anthocyanes Rose Premier Cru",1,x1,,"- [ ] Pascal  Doquet, Anthocyanes Rose Premier Cru x1",I0458,1,1,"Pascal  Doquet, Anthocyanes Rose Premier Cru x1","Pascal  Doquet, Anthocyanes Rose Premier Cru",1,x1,
638,727,LINEA,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 5,,,,,,,,Línea 5,,,,,,,,
639,728,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,Puerta Derecha :,BALDA 11,Línea 5,,True,Louis Roederer Cristal Rose 2014 x1,Louis Roederer Cristal Rose 2014,1,x1,,- [ ] Louis Roederer Cristal Rose 2014 x1 ,I0459,1,1,Louis Roederer Cristal Rose 2014 x1,Louis Roederer Cristal Rose 2014,1,x1,
640,730,AREA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,,,,,,,,,,PUERTA CENTRAL:,,,,,,,,
641,732,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 1,,,,,,,,,BALDA 1,,,,,,,,
642,733,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 1,Línea 3,,,,,,,,Línea 3,,,,,,,,
643,734,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 1,Línea 3,,True,Pazo Barrantes 2022 x1,Pazo Barrantes 2022,1,x1,,- [ ] Pazo Barrantes 2022 x1,I0460,1,1,Pazo Barrantes 2022 x1,Pazo Barrantes 2022,1,x1,
644,735,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 1,Línea 5,,,,,,,,Línea 5,,,,,,,,
645,736,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 1,Línea 5,,True,Pazo Barrantes 2022 x1,Pazo Barrantes 2022,1,x1,,- [ ] Pazo Barrantes 2022 x1,I0461,1,1,Pazo Barrantes 2022 x1,Pazo Barrantes 2022,1,x1,
646,738,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 2,,,,,,,,,BALDA 2,,,,,,,,
647,739,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 2,Línea 4,,,,,,,,Línea 4 ,,,,,,,,
648,740,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 2,Línea 4,,True,"La Misión de Ménade 2023 , Verdejo x1","La Misión de Ménade 2023 , Verdejo",1,x1,,"- [ ] La Misión de Ménade 2023 , Verdejo x1",I0462,1,1,"La Misión de Ménade 2023 , Verdejo x1","La Misión de Ménade 2023 , Verdejo",1,x1,
649,741,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 2,Línea 5,,,,,,,,Línea 5,,,,,,,,
650,742,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 2,Línea 5,,True,"Goliardo a Telleira 2024 , Rías Baixas x1","Goliardo a Telleira 2024 , Rías Baixas",1,x1,,"- [ ] Goliardo a Telleira 2024 , Rías Baixas x1",I0463,1,1,"Goliardo a Telleira 2024 , Rías Baixas x1","Goliardo a Telleira 2024 , Rías Baixas",1,x1,
651,744,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 3,,,,,,,,,BALDA 3,,,,,,,,
652,745,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 3,Línea 3,,,,,,,,Línea 3,,,,,,,,
653,746,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 3,Línea 3,,True,"M. Ant de la Riva , Manzanilla Sanlucar x1","M. Ant de la Riva , Manzanilla Sanlucar",1,x1,,"- [ ]  M. Ant de la Riva , Manzanilla Sanlucar x1",I0464,1,1,"M. Ant de la Riva , Manzanilla Sanlucar x1","M. Ant de la Riva , Manzanilla Sanlucar",1,x1,
654,747,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,,,,,,,,,BALDA 4,,,,,,,,
655,748,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 1,,,,,,,,Línea 1,,,,,,,,
656,749,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 1,,True,"Whispering Angel Rose, Cotes de Provence 2024 x1","Whispering Angel Rose, Cotes de Provence 2024",1,x1,,"- [ ] Whispering Angel Rose, Cotes de Provence 2024 x1 ",I0465,1,1,"Whispering Angel Rose, Cotes de Provence 2024 x1","Whispering Angel Rose, Cotes de Provence 2024",1,x1,
657,750,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 1,,True,"Flor de Muga Rose 2024 , Rioja x1","Flor de Muga Rose 2024 , Rioja",1,x1,,"- [ ] Flor de Muga Rose 2024 , Rioja x1",I0466,1,1,"Flor de Muga Rose 2024 , Rioja x1","Flor de Muga Rose 2024 , Rioja",1,x1,
658,751,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 1,,True,"Fíano Di Avellino, Campo Re Riserva Terredora Dipaolo 2019 x1","Fíano Di Avellino, Campo Re Riserva Terredora Dipaolo 2019",1,x1,,"- [ ] Fíano Di Avellino, Campo Re Riserva Terredora Dipaolo 2019 x1",I0467,1,1,"Fíano Di Avellino, Campo Re Riserva Terredora Dipaolo 2019 x1","Fíano Di Avellino, Campo Re Riserva Terredora Dipaolo 2019",1,x1,
659,752,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 2,,,,,,,,Línea 2,,,,,,,,
660,753,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 2,,True,"Guicciardini Strozzi, Vernaccia di San Gimignano Riserva 2020 x1","Guicciardini Strozzi, Vernaccia di San Gimignano Riserva 2020",1,x1,,"- [ ] Guicciardini Strozzi, Vernaccia di San Gimignano Riserva 2020 x1",I0468,1,1,"Guicciardini Strozzi, Vernaccia di San Gimignano Riserva 2020 x1","Guicciardini Strozzi, Vernaccia di San Gimignano Riserva 2020",1,x1,
661,754,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 3,,,,,,,,Línea 3,,,,,,,,
662,755,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 3,,True,"Ventoleiro Ribeiro , Adega a Barouta 2023 x1","Ventoleiro Ribeiro , Adega a Barouta 2023",1,x1,,"- [ ] Ventoleiro Ribeiro , Adega a Barouta 2023 x1",I0469,1,1,"Ventoleiro Ribeiro , Adega a Barouta 2023 x1","Ventoleiro Ribeiro , Adega a Barouta 2023",1,x1,
663,756,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 4,,,,,,,,Línea 4,,,,,,,,
664,757,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 4,,True,"Racines , Sta Rita Hills Chardonay 2022 x1","Racines , Sta Rita Hills Chardonay 2022",1,x1,,"- [ ] Racines , Sta Rita Hills Chardonay 2022 x1",I0470,1,1,"Racines , Sta Rita Hills Chardonay 2022 x1","Racines , Sta Rita Hills Chardonay 2022",1,x1,
665,758,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 5,,,,,,,,Línea 5,,,,,,,,
666,759,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 4,Línea 5,,True,Oremus Tokaji Aszu 5 Puttonyos 2017 x2,Oremus Tokaji Aszu 5 Puttonyos 2017,2,x2,,- [ ] Oremus Tokaji Aszu 5 Puttonyos 2017 x2 ,I0471,1,1,Oremus Tokaji Aszu 5 Puttonyos 2017 x2,Oremus Tokaji Aszu 5 Puttonyos 2017,2,x2,
667,761,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,,,,,,,,,BALDA 5,,,,,,,,
668,762,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 1,,,,,,,,Línea 1,,,,,,,,
669,763,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 1,,True,"Gosset Champagne , Grande Reserve Brut x1","Gosset Champagne , Grande Reserve Brut",1,x1,,"- [ ] Gosset Champagne , Grande Reserve Brut x1",I0472,1,1,"Gosset Champagne , Grande Reserve Brut x1","Gosset Champagne , Grande Reserve Brut",1,x1,
670,764,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 1,,True,"Ruinart Champagne Rose , Brut x1","Ruinart Champagne Rose , Brut",1,x1,,"- [ ] Ruinart Champagne Rose , Brut x1",I0473,1,1,"Ruinart Champagne Rose , Brut x1","Ruinart Champagne Rose , Brut",1,x1,
671,765,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 2,,,,,,,, Línea 2,,,,,,,,
672,766,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 2,,True,"Methode Ancienne 2020, Chardonnay Estate Wine , South África x1","Methode Ancienne 2020, Chardonnay Estate Wine , South África",1,x1,,"- [ ] Methode Ancienne 2020, Chardonnay Estate Wine , South África x1",I0474,1,1,"Methode Ancienne 2020, Chardonnay Estate Wine , South África x1","Methode Ancienne 2020, Chardonnay Estate Wine , South África",1,x1,
673,767,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 2,,True,Cantocuerdas Albillo de Bernabeleva San Martín de Valdeiglesias  2022 x1,Cantocuerdas Albillo de Bernabeleva San Martín de Valdeiglesias  2022,1,x1,,- [ ] Cantocuerdas Albillo de Bernabeleva San Martín de Valdeiglesias  2022 x1,I0475,1,1,Cantocuerdas Albillo de Bernabeleva San Martín de Valdeiglesias  2022 x1,Cantocuerdas Albillo de Bernabeleva San Martín de Valdeiglesias  2022,1,x1,
674,768,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 3,,,,,,,,Línea 3,,,,,,,,
675,769,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 3,,True,"Francois Carillon 1611, Puligny- Montrachet Monopole 2023 x3","Francois Carillon 1611, Puligny- Montrachet Monopole 2023",3,x3,,"- [ ] Francois Carillon 1611, Puligny- Montrachet Monopole 2023 x3",I0476,1,1,"Francois Carillon 1611, Puligny- Montrachet Monopole 2023 x3","Francois Carillon 1611, Puligny- Montrachet Monopole 2023",3,x3,
676,770,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 4,,,,,,,,Línea 4,,,,,,,,
677,771,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 4,,True,"Tara Atacama, Sauvignon Blanc 2022 Chile x1","Tara Atacama, Sauvignon Blanc 2022 Chile",1,x1,,"- [ ] Tara Atacama, Sauvignon Blanc 2022 Chile x1",I0477,1,1,"Tara Atacama, Sauvignon Blanc 2022 Chile x1","Tara Atacama, Sauvignon Blanc 2022 Chile",1,x1,
678,772,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 5,Línea 4,,True,"Más Doix , Murmuri 2024 , Priorat  x1","Más Doix , Murmuri 2024 , Priorat",1,x1,,"- [ ] Más Doix , Murmuri 2024 , Priorat  x1",I0478,1,1,"Más Doix , Murmuri 2024 , Priorat  x1","Más Doix , Murmuri 2024 , Priorat",1,x1,
679,774,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,,,,,,,,,BALDA 6,,,,,,,,
680,775,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Linea 2,,,,,,,,Linea 2,,,,,,,,
681,776,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Linea 2,,True,Recaredo Serral del Vell Brut Nature 2018 Corpinat x1,Recaredo Serral del Vell Brut Nature 2018 Corpinat,1,x1,,- [ ] Recaredo Serral del Vell Brut Nature 2018 Corpinat x1 ,I0479,1,1,Recaredo Serral del Vell Brut Nature 2018 Corpinat x1,Recaredo Serral del Vell Brut Nature 2018 Corpinat,1,x1,
682,777,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Línea 3,,,,,,,,Línea 3,,,,,,,,
683,778,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Línea 3,,True,Recaredo Serral del Vell Brut Nature 2018 Corpinat x1,Recaredo Serral del Vell Brut Nature 2018 Corpinat,1,x1,,- [ ] Recaredo Serral del Vell Brut Nature 2018 Corpinat x1 ,I0480,1,1,Recaredo Serral del Vell Brut Nature 2018 Corpinat x1,Recaredo Serral del Vell Brut Nature 2018 Corpinat,1,x1,
684,779,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Linea 4,,,,,,,,Linea 4,,,,,,,,
685,780,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Linea 4,,True,"Chablis Premier Cru , Montmains Bessin-Tremblay 2022 x1","Chablis Premier Cru , Montmains Bessin-Tremblay 2022",1,x1,,"- [ ] Chablis Premier Cru , Montmains Bessin-Tremblay 2022 x1",I0481,1,1,"Chablis Premier Cru , Montmains Bessin-Tremblay 2022 x1","Chablis Premier Cru , Montmains Bessin-Tremblay 2022",1,x1,
686,781,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
687,782,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 6,Línea 5,,True,"Kuhling- Gillot 2020, Oppenheim Riesling x1","Kuhling- Gillot 2020, Oppenheim Riesling",1,x1,,"- [ ] Kuhling- Gillot 2020, Oppenheim Riesling x1",I0482,1,1,"Kuhling- Gillot 2020, Oppenheim Riesling x1","Kuhling- Gillot 2020, Oppenheim Riesling",1,x1,
688,784,BALDA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 7,,,,,,,,,BALDA 7,,,,,,,,
689,785,LINEA,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 7,Línea 1,,,,,,,,Línea 1,,,,,,,,
690,786,CHECKITEM,CAVA Exhibición blancos y espumosos salón :,PUERTA CENTRAL:,BALDA 7,Línea 1,,True,Recaredo Turo D’En Mota 2011 x1,Recaredo Turo D’En Mota 2011,1,x1,,- [ ] Recaredo Turo D’En Mota 2011 x1 ,I0483,1,1,Recaredo Turo D’En Mota 2011 x1,Recaredo Turo D’En Mota 2011,1,x1,
